address,advertiser_id,advertiser_name,age,bath_amnt,bed_amnt,bed_ratio,covered_ratio,covered_surface,covered_surface_unit,currency,date_extracted,date_published,description,disposition,district,features,garage_amnt,is_finished_property,is_new_property,is_studio_apartment,land_ratio,land_surface,land_surface_unit,latitude,listing_age,listing_id,longitude,luminosity,maintenance_fee,maintenance_fee_currency,neighborhood,orientation,price,price_control,property_group,property_type,province,reconstructed_land_surface,reconstructed_land_surface_unit,reconstructed_total_surface,reconstructed_total_surface_unit,response,room_amnt,room_ratio,site,site_abbreviation,title,toilete_amnt,total_ratio,total_surface,total_surface_unit,transaction,uncovered_surface,uncovered_surface_unit,url,year_built
Camino de la Costa Brava 0,30027077,DAMBOLENA ,,,,,,,,USD,"Sun, 25 Sep 2022 19:34:22 GMT",,"Campo en Venta - Partido de Zárate Ubicación: Camino de la Costa Brava, Zárate Complejo Industrial Superficie Total 1.35 Hectáreas (13.500m2) Frente de 70m sobre Camino Fondo de 200m Área Rural Zonificación Industrial 3 (ZI3) Servicios: Tendido Eléctrico Tendido Gasoducto de alta presión que pasa por asfalto Recolección de Residuos No posee Cloacas Se escuchan Ofertas de Contado Posibilidad de Permuta y Financiación Tenemos más propiedades disponibles, no dudes en CONTACTARNOSCorredor Responsable: Martín Dambolena CMCPDJMGR 205 - CUCICBA 7176 Martillero: Martín Dambolena CMCPDJMGR 205 - CUCICBA 7176",,Zárate,{},,,,,,,,-34.0851298,Publicado hace más de 1 año,47494221,-59.0597756,,,,,,175500,True,Campo,Campo,GBA Norte,,,,,,,,zonaprop,ZP,"Terreno Fraccion en Venta Ubicado en Zárate, G. B. a. Zona Norte",,175500.0,1.0,m²,venta,,,https://www.zonaprop.com.ar/propiedades/terreno-fraccion-en-venta-ubicado-en-zarate-g.-b.-a.-47494221.html,
"Ruta Provincial 6, Campana, General Rodríguez, Provincia de Buenos Aires, Argentina",38702384,,,,,,,,,USD,"Sun, 25 Sep 2022 19:34:20 GMT","Fri, 19 Aug 2022 16:15:33 UTC","Haras San Pablo es un emprendimiento que se encuentra en un campo de 130 hectáreas entre espacios comunes y lotes residenciales, rodeado de abundante forestación que suma un valor agregado a esta propuesta.

Es un lugar encantador emplazado en un entorno natural único donde el paisaje en tonos de verdes aporta belleza y serenidad alejando el vértigo de la ciudad.

En la estética del desarrollo urbanístico se destaca el diseño de los puentes realizados con ladrillo a la vista, adoquín y rejas, con el mismo estilo arquitectónico que las principales construcciones.

Sumado al mejor estilo de campo se encuentran los bulevares, las calles alumbradas con farolas, los gazebos y las plazoletas adornadas con coloridas flores, producto del buen gusto y el refinamiento.

-Infraestructura 100% terminada
-Lotes a espacios verdes parquizados.
-Club House
-Senderos para Actividades Ecuestres
-Piscina de Grandes Dimensiones
-Canchas de Tenis y Fútbol
-Colonia de Vacaciones
-Talleres de Recreación
-Iniciación Deportiva
-Escuelas Deportivas
-Fitness para Adultos
-Escuela de Natación
Haras San Pablo se encuentra ubicado en ruta 6 3.5km a pocos minutos de acceso oeste.",,General Rodríguez,"{'Luz eléctrica': True, 'Seguridad 24 horas': True, 'Acceso': 'Otro', 'Disposición del lote': 'Perimetral', 'Forma del terreno': 'Regular', 'Expensas': '1 ARS', 'Superficie total': '1480 ha', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Terreno y lote', 'Condición del ítem': 'Usado', 'Tour virtual': False}",,,False,,,,,-34.238403,Publicado hace 37 días,MLA1154931244,-58.96378,,1,ARS,Haras San Pablo,,70000,True,Terreno,Terreno,Buenos Aires Interior,,,,,,,,mercadolibre,ML,Lote Perimetral En Haras San Pablo - Oportunidad Unica,,47.2972972972973,1480,ha,Venta,,,https://api.mercadolibre.com/items/MLA1154931244,
Arroyo carpincho y arroyo baltico 0,206826088,,2.0,2,2,19000.0,950.0,40,m²,USD,"Sun, 25 Sep 2022 19:34:20 GMT","Mon, 19 Sep 2022 18:33:18 UTC","Excelente estado!! Prácticamente a estrenar!!
Barrio semicerrado.",,General Rodríguez,"{'Condición del ítem': 'Usado', 'Dormitorio en suite': False, 'Comedor': True, 'Vestidor': False, 'Parrilla': True, 'Toilette': True, 'Cocina': True, 'Living': False, 'Dependencia de servicio': True, 'Patio': True, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Cloaca': False, 'Luz eléctrica': True, 'Gas natural': False, 'Caballeriza': False, 'Agua corriente': False, 'Línea telefónica': False, 'Aire acondicionado': True, 'Cancha de básquetbol': False, 'Cancha de fútbol': False, 'Calefacción': False, 'Chimenea': False, 'Acceso a internet': True, 'Jacuzzi': False, 'Cancha de paddle': False, 'Área de juegos infantiles': False, 'Seguridad 24 horas': False, 'Pileta': True, 'Cancha de tenis': False, 'Dormitorios': '2', 'Superficie cubierta': '40 m²', 'Baños': '2', 'Acceso': 'Asfalto', 'Expensas': '2000 ARS', 'Cocheras': '1', 'Antigüedad': '2 años', 'Ambientes': '3', 'Superficie total': '350 m²', 'Operación': 'Venta', 'Inmueble': 'Quinta', 'TV por cable': False, 'Lavadero': False, 'Tour virtual': False}",1,True,False,False,108.57142857142857,,,-34.564243,Publicado hace 6 días,MLA1170709466,-58.9498,,2000,ARS,General Rodríguez,,38000,True,Casa,Quinta,Buenos Aires Interior,350,m²,,,,3,12666.666666666666,mercadolibre,ML,Casa Quinta En General Rodríguez,,108.57142857142857,350,m²,Venta,,,https://api.mercadolibre.com/items/MLA1170709466,2020.0
Venezuela Entre Peru y Formosa 000,60335573,,,,,,,,,USD,"Sun, 25 Sep 2022 19:34:22 GMT","Mon, 08 Aug 2022 21:47:21 UTC","ULTIMO TERRENO EN VENTA DUEÑO DIRECTO
SE ENCUENTRA UBICADO EN UNA BARRIO MUY TRANQUILO QUE ESTA CRECIENDO MUCHO EN LOS ULTIMOS AÑOS.
IDEAL PARA CASA DE FIN DE SEMANA O COMO INVERSION.
SIN COMISIONES INMOBILIARIAS
EL MISMO SE ENCUENTRA ESCRITURADO Y LISTO PARA TRANSFERIR
PODEMOS CONTACTARLO CON LA ESCRIBANIA QUE REALIZO LA ESCRITURA DE LOS OTROS TERRENOS VENDIDOS PARA COMPARAR COSTOS Y AGILIZAR SU ESCRITURACION.
YA TIENE INICIADO EL TRAMITE DE CERTIFICADO DE ESTADO PARCELARIO POR EL AGRIMENSOR QUE INTERVINO EN LA VENTA DE LOS OTROS TERRENOS.
SE ENTREGAN CON LOS IMPUESTOS AL DIA.
GASTOS DE ESCRIBANIA A CARGO DEL COMPRADOR
NO SE ACEPTAN PERMUTAS
SOMOS DUEÑO DIRECTO PERO NO TENEMOS LA POSIBILIDAD DE DAR FINANCIACION...
SE ESCUCHAN OFERTAS",,General Rodríguez,"{'Cloaca': False, 'Luz eléctrica': True, 'Forestación': True, 'Gas natural': False, 'Agua corriente': False, 'Seguridad 24 horas': False, 'Horario de contacto': '7 a 19 hs', 'Acceso': 'Otro', 'Metros de fondo': '33.16 m', 'Disposición del lote': 'Perimetral', 'Forma del terreno': 'Regular', 'Metros de frente': '10 m', 'Superficie total': '331.16 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Terreno y lote', 'Condición del ítem': 'Usado', 'Tour virtual': False}",,,False,,,,,-34.63174,Publicado hace 47 días,MLA1150616500,-58.892117,,,,General Rodríguez,,10000,True,Terreno,Terreno,Buenos Aires Interior,,,,,,,,mercadolibre,ML,Terreno En Venta Oportunidad Sin Comision Inmobiliaria,,30.196883681604056,331.16,m²,Venta,,,https://api.mercadolibre.com/items/MLA1150616500,
Profesor Pedro  Chutro 288,167613179,,,1,1,,,45,m²,ARS,"Sun, 25 Sep 2022 19:34:21 GMT","Fri, 26 Aug 2022 16:29:07 UTC","A 5 cuadras de barrio bicenterario, colectivo a 2 cuadras y 15 min de estacion gral rodriguez . La casa tiene living de 3x4 , cocina conedor de 4x4 , habitacion de 4x4 , baño de 1,50x2, techo de chapa machimbrado,casa de 47 mts cuadrados aprox. Sobre rerreno de 200 mts cuadrados .servicio de luz prepaga , agua de pozo con bomba centrifuga , pozo ciego , instalacion de agua caliente y fria .
el precio es en pesos argentinos escuchamos oferta razonable . Impuestos al dia",,General Rodríguez,"{'Dormitorios': '1', 'Superficie cubierta': '45 m²', 'Baños': '1', 'Cocheras': '0', 'Superficie total': '200 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'Tour virtual': False}",0,,False,,,,,-34.614212,Publicado hace 30 días,MLA1158559956,-58.974495,,,,General Rodríguez,,4200000,True,Casa,Casa,Buenos Aires Interior,200,m²,,,,,,mercadolibre,ML,Casa De 47 Mts Cuadrados Cubiertos .a Terminar Pero Habitable ,,,200,m²,Venta,,,https://api.mercadolibre.com/items/MLA1158559956,
Country las lajas SN,93207767,,,2,3,73333.33333333333,676.9230769230769,325,m²,USD,"Sun, 25 Sep 2022 19:34:21 GMT","Thu, 25 Aug 2022 00:55:33 UTC",Totalmente reformado. Excelente estado. Desarrollado en 1 planta. Garage para 2 vehículos. Living comedor. Cocina con barra desayunadora. 3 dormitorios. 1 en suite con vestidor. Baño completo con plato de ducha. Parque y pileta. Aires acondicionado frío calor en todos los ambientes.,,General Rodríguez,"{'Dormitorios': '3', 'Superficie cubierta': '325 m²', 'Baños': '2', 'Cocheras': '1', 'Superficie total': '459 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'Tour virtual': False}",1,,False,,479.3028322440087,,,-34.590324,Publicado hace 31 días,MLA1157685165,-58.934296,,,,Las Lajas I,,220000,True,Casa,Casa,Buenos Aires Interior,459,m²,,,,,,mercadolibre,ML,Dueño Vende Casa Country Las Lajas Gral Rodriguez,,479.3028322440087,459,m²,Venta,,,https://api.mercadolibre.com/items/MLA1157685165,
Vicente Lopez 297,77980430,,,,,,,,,USD,"Sun, 25 Sep 2022 19:34:21 GMT","Fri, 09 Sep 2022 02:54:31 UTC","VENTA DE LOTES EN LA MEJOR ZONA DE QUINTAS EN GRAL RODRÍGUEZ - DUEÑO DIRECTO - SIN COMISIÓN - SIN EXPENSAS 

UBICADOS EN ZONA LA MAMI A 200 METROS DE RUTA 7 POR ASFALTO SOBRE CALLE PRINCIPAL.
ZONA RESIDENCIAL DE VIVIENDA PERMANENTE - MUY TRANQUILA Y SEGURA 

POSESIÓN INMEDIATA - ESCRITURABLES 

LOTES DE 600 M2 A 1400 M2 - PARQUIZADOS Y FORESTADOS CON AÑEJA ARBOLEDA. 

UBICADOS A 3 MINUTOS DEL CENTRO DE GENERAL RODRÍGUEZ Y A 45 MINUTOS DE CAPITAL FEDERAL

ASFALTO, POSIBILIDAD DE CONEXIÓN A GAS NATURAL Y CLOACA

LOTES DESDE 21.000 USD Y CUOTAS
SOMOS DESARROLLADORES INMOBILIARIOS 
CONSÚLTENOS",,General Rodríguez,"{'Acceso': 'Asfalto', 'Superficie total': '0.1 ha', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Terreno y lote', 'Tour virtual': False}",,,False,,,,,-34.59868,Publicado hace 16 días,MLA1165529046,-58.972645,,,,General Rodríguez,,21000,True,Terreno,Terreno,Buenos Aires Interior,,,,,,,,mercadolibre,ML,Venta Lotes En General Rodríguez La Mejor Zona De Quintas,,210000.0,0.1,ha,Venta,,,https://api.mercadolibre.com/items/MLA1165529046,
"B1748 General Rodríguez, Provincia de Buenos Aires, Argentina",163132299,,,,,,,,,USD,"Sun, 25 Sep 2022 19:34:22 GMT","Sat, 13 Aug 2022 19:16:50 UTC","Venta de lote de 600m2 en la mejor ubicación del club , harás el Terraplén , precio 25mil dólares. Seguridad 24 hs , Club House, cancha de tenis ,fútbol, piletas y mucho más. No te pierdas esta oportunidad, veni a conocerlo. Silvina 1557194349

La ubicación es Pigué Y Mar Del Plata Sn, Terravista, General Rodríguez, Bs.As. G.B.A. Oeste",,General Rodríguez,"{'Seguridad 24 horas': True, 'Acceso': 'Asfalto', 'Metros de fondo': '30 m', 'Metros de frente': '20 m', 'Superficie total': '600 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Terreno y lote', 'Condición del ítem': 'Usado', 'Tour virtual': False}",,,False,,,,,-34.603485,Publicado hace 43 días,MLA1152486290,-58.95615,,,,General Rodríguez,,25000,True,Terreno,Terreno,Buenos Aires Interior,,,,,,,,mercadolibre,ML,Lote En Venta En Haras El Terraplen ,,41.666666666666664,600,m²,Venta,,,https://api.mercadolibre.com/items/MLA1152486290,
Mar del Plata SN,207685238,,,5,3,,,,,USD,"Sun, 25 Sep 2022 19:34:21 GMT","Wed, 10 Aug 2022 16:40:51 UTC","Campo, chacra. 
3 hectáreas con lago. 
Cuenta con un gran quincho con 2 baños y una cocina totalmente con mesada para despacho de alimentos. 
Estacionamiento para autos. 
Cancha de fútbol. 
Pileta grande y chica cubiertas ya sea para actividades recreativas o terapéuticas. Vestuarios para varones y mujeres, Gimnasio, deposito. 
Oficina/recepción, dos salas, baño y SUM. 
Cuenta con dos casas individuales para casero y huéspedes. 

Ideal para centro recreativo/deportivo, emprendimientos gastronómicos, centro de salud, turismo, campamentos, y mucho más.",,General Rodríguez,"{'Casco': True, 'Luz eléctrica': True, 'Corral': True, 'Galpón': True, 'Molinos': False, 'Gas natural': False, 'Silos': False, 'Agua corriente': False, 'Línea telefónica': True, 'Bebederos': True, 'Tanque de agua': True, 'Superficie total': '3 ha', 'Dormitorios': '3', 'Superficie cubierta del casco': '100 m²', 'Ambientes del casco': '3', 'Tipo de campo': 'Chacra', 'Baños': '5', 'Acceso': 'Asfalto', 'Forma del terreno': 'Regular', 'Distancia al asfalto': '0.1 km', 'Operación': 'Venta', 'Inmueble': 'Campo', 'Código de la propiedad': '1111111', 'Tour virtual': False}",,,False,,,,,-34.673145,Publicado hace 46 días,MLA1150964524,-58.97381,,,,General Rodríguez,,420000,True,Campo,Campo,Buenos Aires Interior,,,,,,,,mercadolibre,ML,Campo 3 Hectáreas En General Rodríguez - Retasado!,,140000.0,3,ha,Venta,,,https://api.mercadolibre.com/items/MLA1150964524,
Estrada 3686 entre french y cangallo 3686,83369774,,,,,,,,,USD,"Sun, 25 Sep 2022 19:34:21 GMT","Fri, 26 Aug 2022 19:44:25 UTC",Excelente ...titular escritura todo al dia impuesto.apto para credito procrear... aceptaria vehiculo en parte de pago y dolares o pesos..,,General Rodríguez,"{'Acceso': 'Ripio', 'Superficie total': '300 ha', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Terreno y lote', 'Tour virtual': False}",,,False,,,,,-34.600357,Publicado hace 29 días,MLA1159025442,-58.941906,,,,General Rodríguez,,45000,True,Terreno,Terreno,Buenos Aires Interior,,,,,,,,mercadolibre,ML,Venta Terreno General Rodriguez,,150.0,300,ha,Venta,,,https://api.mercadolibre.com/items/MLA1159025442,
Curuzu cuatia  747,132830250,,,2,2,27500.0,500.0,110,m²,USD,"Sun, 25 Sep 2022 19:34:21 GMT","Wed, 31 Aug 2022 18:46:31 UTC","Quinta ubicada en el Barrio La Fraternidad, General Rodriguez. 
Terreno 900 mts, casa 110 mts. Living, cocina, 2 habitaciones una en suite. 2 baños, lavadero y cochera.
Árboles frutales limón, ciruela y durazno.
No tiene pileta.

Se acepta auto en parte de pago",,General Rodríguez,"{'Dormitorio en suite': False, 'Comedor': False, 'Vestidor': False, 'Parrilla': False, 'Toilette': False, 'Cocina': False, 'Living': False, 'Dependencia de servicio': False, 'Patio': False, 'Playroom': False, 'Estudio': False, 'Terraza': False, 'Cloaca': False, 'Luz eléctrica': False, 'Gas natural': False, 'Caballeriza': False, 'Agua corriente': False, 'Línea telefónica': False, 'Aire acondicionado': False, 'Cancha de básquetbol': False, 'Cancha de fútbol': False, 'Calefacción': False, 'Chimenea': False, 'Acceso a internet': False, 'Jacuzzi': False, 'Cancha de paddle': False, 'Área de juegos infantiles': False, 'Seguridad 24 horas': False, 'Pileta': False, 'Cancha de tenis': False, 'Dormitorios': '2', 'Superficie cubierta': '110 m²', 'Baños': '2', 'Acceso': 'Tierra', 'Cocheras': '1', 'Ambientes': '4', 'Superficie total': '900 m²', 'Operación': 'Venta', 'Inmueble': 'Quinta', 'TV por cable': False, 'Lavadero': False, 'Condición del ítem': 'Usado', 'Tour virtual': False}",1,,False,False,61.111111111111114,,,-34.602463,Publicado hace 25 días,MLA1161051642,-59.004105,,,,General Rodríguez,,55000,True,Casa,Quinta,Buenos Aires Interior,900,m²,,,,4,13750.0,mercadolibre,ML,"Casa Quinta, General Rodriguez",,61.111111111111114,900,m²,Venta,,,https://api.mercadolibre.com/items/MLA1161051642,
guido spano  1000,40102858,,,3,3,40000.0,666.6666666666666,180,m²,USD,"Sun, 25 Sep 2022 19:34:22 GMT","Tue, 30 Aug 2022 08:19:08 UTC","Excelente casa en dos plantas, superficie total 250 metros cuadrados, 180 metros cubiertos aprox., Planta Baja: cocina-comedor con desayunador, living con salamandra hogar Tromen, un dormitorio, toilete con ducha, hermoso y placentero jardín de invierno; Planta Alta: Playroom, dormitorio principal amplio en suite con jacuzzi y un cómodo vestidor, otro dormitorio y baño completo; patio libre, pileta de 7x3, garage para dos autos con portón eléctrico; la casa tiene una antiguedad de 4 años, se encuentra ubicada en una esquina a 200 metros de colectora sur con salida rápida a la autopista Acceso Oeste, tiene detalles de categoría y buen gusto, de buena construcción, para entrar y comenzar a disfrutarla desde el primer día.",,General Rodríguez,"{'Dormitorios': '3', 'Superficie cubierta': '180 m²', 'Baños': '3', 'Cocheras': '2', 'Superficie total': '250 m²', 'Operación': 'Venta', 'Subtipo de operación': 'Propiedad individual', 'Inmueble': 'Casa', 'Tour virtual': False}",2,,False,,480.0,,,-34.602516,Publicado hace 26 días,MLA1160221951,-58.922318,,,,General Rodríguez,,120000,True,Casa,Casa,Buenos Aires Interior,250,m²,,,,,,mercadolibre,ML,"Casa En Venta En General Rodriguez, Buenos Aires 180 Mts2",,480.0,250,m²,Venta,,,https://api.mercadolibre.com/items/MLA1160221951,
Ruta 9 km al 100,17019713,DUPRAT INMOBILIARIA ,0,,,,,,,USD,"Sun, 25 Sep 2022 19:34:22 GMT",,"PREVENTA EXCLUSIVA! GRAN OPORTUNIDAD! Consultar por lotes disponibles! La superficie promedio es de 2.4 hectáreas, incluyendo chacras desde 1.5 a 3.3 hectáreas. El Aduar es un club de chacras establecido sobre un antiguo haras de caballos árabes. Sus 760 hectáreas de campo combinan naturalezas con vistas panorámicas, arboledas y 3 kilómetros de espléndidas barrancas sobre el río Paraná. La naturaleza privilegiada de El Aduar fue aprovechada para diseñar un proyecto que integra suavemente el entorno de campo y la serenidad del río. El diseño del masterplan otorga una especial importancia a la privacidad familiar y al contacto con la naturaleza del campo, con grandes espacios verdes y de reservas naturales. Sus 189 chacras, de distintos tamaños, ubicaciones y características, permiten elegir de acuerdo a sus vistas o actividades preferidas. A sólo una hora de la Ciudad de Buenos Aires, El Aduar es un lugar que cada uno elige como vivir: contemplando su naturaleza única, o disfrutando de las actividades de campo, caballos, deportivas o náuticas. Las medidas, superficies, expensas y antigüedad consignadas en la presente ficha pueden no ser exactas. Los datos definitivos son los que surgen del título de la propiedad y de los comprobantes correspondientes.",,Zárate,"{'Vigilancia': True, 'Cantidad plantas': '1', 'Frente del terreno (mts)': '0', 'Largo del terreno (mts)': '0'}",,True,True,,,,,-33.97828126782827,Publicado hace más de 1 año,48338993,-59.285155492968784,,0.0,,Zárate,,nan,False,Campo,Campo,GBA Norte,0.0,mts,,,,,,zonaprop,ZP,"El Aduar, Club de Chacras. Preventa Etapa 2!",,,,,venta,,,https://www.zonaprop.com.ar/propiedades/el-aduar-club-de-chacras.-preventa-etapa-2!-48338993.html,2022
Solares del Carmen,17161084,ESTUDIO YACOUB,5.0,3,2,120000.0,960.0,250.0,m²,USD,"Sun, 25 Sep 2022 19:34:22 GMT","Fri, 08 Jul 2022 19:34:25 UTC","_Casa de 2 dormitorios en venta ubicada en Barrio Solares del Carmen - Zarate - Desarrollada en dos plantas con disposición interno. La misma posee en su planta alta dos dormitorios, uno en suite, y baño completo con ducha. Mientras que en su planta baja dispone de cocina equipada con muebles sobre y bajo mesada integrada por isla al living comedor, con paso al playroom con salida al amplio jardín. _Cochera cubierta con capacidad para un auto. _La propiedad tiene una superficie total de aproximadamente 716mts2 - 250mts2 cubiertos. ",,Zárate,"{'Cocina': True, 'Comedor': True, 'Comedor de diario': True, 'Jardín': True, 'Living': True, 'Living comedor': True, 'Cantidad plantas': '2', 'Cobertura cochera': 'Cubierta', 'Frente del terreno (mts)': '0', 'Largo del terreno (mts)': '0'}",1,True,False,False,335.195530726257,,,-34.1326749,Publicado hace 79 días,49953339,-59.0692952,,0.0,,Zárate,S,240000,True,Casa,Casa,GBA Norte,716.0,m²,,,,3,80000.0,zonaprop,ZP,Casa Venta - 2 Dorm. 3 Baños - 716 m 2totales - Zarate,,335.195530726257,716.0,m²,venta,,,https://www.zonaprop.com.ar/propiedades/casa-venta-2-dorm.-3-banos-716-m-2totales-zarate-49953339.html,2017.0
